,center_x,certer_y
8225,-15.03587690971169,16.99617801371393
10794,10.876482193730785,-13.001402896837025
9163,-7.882907142240197,1.198469734025374
26591,-18.636200624974133,-7.022307279654164
6631,4.670890490767286,7.698373424828073
14161,-17.477455710405085,-7.67923213682536
252,7.637216346713952,-11.233385628638887
2566,-19.01579637042217,-10.118749177162172
3478,0.5230749051550413,5.216600139539823
2917,11.557008032443964,2.44877473998922
12775,-1.4108812773963815,0.6921197696979172
29010,0.07344484142515127,-4.031092046171423
7983,7.820280616555064,-14.182121214768758
21976,-6.866483811666666,15.910894116631875
21139,-1.8819368360510689,19.02340448428193
12477,9.146755079006539,9.383958987721117
3199,-7.83323086156722,9.625906023197912
9708,-0.8778157208497228,2.0003183851883786
7631,0.4522015175765532,5.186282028812058
6937,-11.872452835620507,4.336093020608751
6175,0.3447397465035471,19.287465097464104
16560,-4.374476088692592,10.141069842437801
14733,21.294518383774435,8.417321467263235
19277,-13.282467364223592,13.216521792467557
16290,-18.238691569065782,-5.26055582681449
19552,-4.755981528878068,14.220512786412941
1482,8.75940567985093,-13.828891628331883
24743,-6.105090972265878,11.033057708141637
19704,-2.253819676689459,-17.206976661534732
4273,3.6762216943428725,6.213909318870821
12936,21.28610753766511,10.234563686929622
19825,11.17152902250905,-11.920436534425953
8156,-17.42125781092997,-9.274292763544471
28391,-0.8537953935122513,-9.513756478609997
11003,11.470260790950201,-11.728651246882528
20680,-8.634683660924482,15.583819015636204
22478,11.760650437638493,2.8702418456071346
24117,-11.674836626082293,3.0906882746897164
27782,10.814870798804058,-9.742600976671472
15412,0.677166024374921,6.060279451456707
14341,11.592373311867638,-22.8434971496788
18,11.412079287794416,-23.45136455698416
989,-2.0034786199415966,1.522474596118998
14765,-6.074122266925432,-16.154196081825205
1691,9.2040607566992,11.075764084320221
11397,-9.893733168111808,3.103333891056918
28366,-9.559950671380335,3.0968246564812745
23383,11.622753234284472,-13.600616909834326
19305,-7.215615679413347,16.688789299138914
27672,-12.634052150060233,15.840832659638643
6225,11.455098029251086,-13.683012394046129
26194,10.848823269496714,-12.864011522480851
4541,-4.5972991338245945,12.960483164047698
4806,2.234789847515905,-2.0876974290718637
1687,10.502478948243631,-0.6033803234595431
27465,-18.277688332229854,-4.503828137458084
25516,-12.056304657447093,1.501296076458861
9488,-4.884177137085142,-16.71569469290079
25037,-6.663727491459663,15.996780937038327
24222,-6.50530676667819,16.33552071220557
8261,-0.7813085275277475,-9.93986478899675
8953,-15.196718474789089,17.03373174931379
6271,2.6074088618775635,1.550014475909257
24162,20.76531182557168,10.256846137998044
3351,20.654255201243984,12.72249124343915
18078,8.86512858318723,12.534131867406447
12846,-7.60393899705291,14.322679627894791
2826,-2.751000111627876,-13.818029930938527
19940,-0.8046257277324033,-3.659542345619116
11144,-10.60960790142301,0.9973703327169596
10361,2.970937521560212,16.67855052758648
13871,-2.3791066096306728,11.613609666417247
19688,-1.8690456608929715,0.6591173877208366
21549,-14.533431499390105,5.659044349231922
15982,12.776026259713879,-10.555614885280244
4228,8.1808156609066,-0.42993438650055243
8789,3.4928701260594863,-5.623315088455561
6698,0.3341095931186539,0.737133286074448
8073,17.746118366310743,14.269253231065251
15557,-1.9117674142693966,-13.034040937173835
23544,-7.287439123138456,-6.469610036728829
9331,-14.303460702962992,17.535840650775004
27285,-4.427326898847831,13.413343284314173
26534,-6.62802025706256,16.024288319127535
6590,-7.453836163840204,16.30512872705581
24079,-4.304417174443428,-15.469780516596444
24982,1.2095649370414032,-3.654237293702526
21782,-19.847564832660108,-5.995199508241826
9382,-13.721614288050546,1.1766621991639317
29073,-6.709650611823684,16.6834980638208
5261,-6.973244232913337,-5.098400728961707
23329,13.2824816505502,-2.9030085250129827
1169,16.69313038669594,15.012027431984968
276,-19.4186413668696,-5.985931908620752
26198,6.791545074688433,-5.420461006893011
1797,-8.281334497843854,9.87551539791137
22181,12.329984072077785,4.152433651737574
5641,-4.451480466312283,10.976808531280248
14663,3.8826063898687813,16.407953599545102
6274,-2.6225433468907444,-13.10677063500232
1402,-5.604259546622496,9.156782580825752
5858,-5.388977468069688,-14.751967946709984
2639,-13.066404491346798,-3.511476498198629
20488,20.73906520985119,10.594226346532247
5427,-1.1304242685460468,2.299787299016807
2436,21.40075645393946,8.24700243934985
23436,12.577348483395316,-12.4571924808543
7604,-18.95356290603254,-6.7405553950110315
27048,20.734269524069546,10.355959682955232
23066,5.186532100472308,-11.095945536819448
2377,-16.54216009338036,-7.596515549583832
15109,-1.3782701760696026,-8.82936957917211
1728,-11.943507256683255,4.204106371668591
2508,-9.155631857791516,1.6288582474092088
13204,-9.588513113157676,13.554837735629924
27059,10.152877282003333,-0.8249015695489843
29979,-6.7396363172047415,-16.807090214058334
2080,12.477817466470682,5.235217008895492
4706,-12.27299883802892,4.172234656002172
16275,10.665868058264678,-6.362087029159667
27294,-1.6240893791146358,19.181104751561477
18414,2.935617951987947,0.8445685119287167
26201,13.686640197663108,-10.409889938558488
7476,-11.953771443256553,1.002593275585025
27347,2.7339848129718276,-4.099840518370919
19475,5.853129117854965,4.788269826957185
16532,-13.392083516553088,3.653259099192915
11774,-17.082301679304003,-4.790071402229818
3256,8.189018928755402,-7.112551475514541
28536,21.466997882361746,7.533645028173025
25923,8.443008840430714,-9.087159012882314
28033,-17.65032811847678,-4.739195836223778
7576,19.247370240413442,12.807265981669605
9770,11.90516253668195,-14.41110265159391
4340,-0.4882911875471502,-10.477467957534925
20634,5.72129622005127,-10.534723822733687
23750,10.428750456105282,-6.5899209539814345
21062,3.7351548319969607,-8.514254766991497
27656,20.255916346828297,11.608851135909196
9314,-5.237514558932941,-17.839270323652844
14869,10.598289513113473,-7.459706749428238
16719,0.9563019139022765,20.770145485266422
7331,10.542253526426666,1.5781200649417693
15193,3.6205031748107337,3.83572743448614
23271,-9.911629491632368,14.969272481962003
23210,-16.609689936131904,-6.357031359022845
19220,-1.149007312020983,2.647369018386152
6558,-2.880274844397133,12.74326164036155
